ayah_id,ayah_text,normalized_text
4594,سيقول لك المخلفون من الأعراب شغلتنا أموالنا وأهلونا فاستغفر لنا ۚ يقولون بألسنتهم ما ليس في قلوبهم ۚ قل فمن يملك لكم من الله شيئا إن أراد بكم ضرا أو أراد بكم نفعا ۚ بل كان الله بما تعملون خبيرا,سيقول لك المخلفون من الاعراب شغلتنا اموالنا واهلونا فاستغفر لنا ۚ يقولون بالسنتهم ما ليس في قلوبهم ۚ قل فمن يملك لكم من الله شييا ان اراد بكم ضرا او اراد بكم نفعا ۚ بل كان الله بما تعملون خبيرا
4595,بل ظننتم أن لن ينقلب الرسول والمؤمنون إلى أهليهم أبدا وزين ذلك في قلوبكم وظننتم ظن السوء وكنتم قوما بورا,بل ظننتم ان لن ينقلب الرسول والمومنون الي اهليهم ابدا وزين ذلك في قلوبكم وظننتم ظن السوء وكنتم قوما بورا
4596,ومن لم يؤمن بالله ورسوله فإنا أعتدنا للكافرين سعيرا,ومن لم يومن بالله ورسوله فانا اعتدنا للكافرين سعيرا
4597,ولله ملك السماوات والأرض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ وكان الله غفورا رحيما,ولله ملك السماوات والارض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ وكان الله غفورا رحيما
4598,سيقول المخلفون إذا انطلقتم إلى مغانم لتأخذوها ذرونا نتبعكم ۖ يريدون أن يبدلوا كلام الله ۚ قل لن تتبعونا كذلكم قال الله من قبل ۖ فسيقولون بل تحسدوننا ۚ بل كانوا لا يفقهون إلا قليلا,سيقول المخلفون اذا انطلقتم الي مغانم لتاخذوها ذرونا نتبعكم ۖ يريدون ان يبدلوا كلام الله ۚ قل لن تتبعونا كذلكم قال الله من قبل ۖ فسيقولون بل تحسدوننا ۚ بل كانوا لا يفقهون الا قليلا
4599,قل للمخلفين من الأعراب ستدعون إلى قوم أولي بأس شديد تقاتلونهم أو يسلمون ۖ فإن تطيعوا يؤتكم الله أجرا حسنا ۖ وإن تتولوا كما توليتم من قبل يعذبكم عذابا أليما,قل للمخلفين من الاعراب ستدعون الي قوم اولي باس شديد تقاتلونهم او يسلمون ۖ فان تطيعوا يوتكم الله اجرا حسنا ۖ وان تتولوا كما توليتم من قبل يعذبكم عذابا اليما
4600,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ۗ ومن يطع الله ورسوله يدخله جنات تجري من تحتها الأنهار ۖ ومن يتول يعذبه عذابا أليما,ليس علي الاعمي حرج ولا علي الاعرج حرج ولا علي المريض حرج ۗ ومن يطع الله ورسوله يدخله جنات تجري من تحتها الانهار ۖ ومن يتول يعذبه عذابا اليما
4601,لقد رضي الله عن المؤمنين إذ يبايعونك تحت الشجرة فعلم ما في قلوبهم فأنزل السكينة عليهم وأثابهم فتحا قريبا,لقد رضي الله عن المومنين اذ يبايعونك تحت الشجره فعلم ما في قلوبهم فانزل السكينه عليهم واثابهم فتحا قريبا
4602,ومغانم كثيرة يأخذونها ۗ وكان الله عزيزا حكيما,ومغانم كثيره ياخذونها ۗ وكان الله عزيزا حكيما
4603,وعدكم الله مغانم كثيرة تأخذونها فعجل لكم هذه وكف أيدي الناس عنكم ولتكون آية للمؤمنين ويهديكم صراطا مستقيما,وعدكم الله مغانم كثيره تاخذونها فعجل لكم هذه وكف ايدي الناس عنكم ولتكون ايه للمومنين ويهديكم صراطا مستقيما
4604,وأخرى لم تقدروا عليها قد أحاط الله بها ۚ وكان الله على كل شيء قديرا,واخري لم تقدروا عليها قد احاط الله بها ۚ وكان الله علي كل شيء قديرا
4605,ولو قاتلكم الذين كفروا لولوا الأدبار ثم لا يجدون وليا ولا نصيرا,ولو قاتلكم الذين كفروا لولوا الادبار ثم لا يجدون وليا ولا نصيرا
4606,سنة الله التي قد خلت من قبل ۖ ولن تجد لسنة الله تبديلا,سنه الله التي قد خلت من قبل ۖ ولن تجد لسنه الله تبديلا
4607,وهو الذي كف أيديهم عنكم وأيديكم عنهم ببطن مكة من بعد أن أظفركم عليهم ۚ وكان الله بما تعملون بصيرا,وهو الذي كف ايديهم عنكم وايديكم عنهم ببطن مكه من بعد ان اظفركم عليهم ۚ وكان الله بما تعملون بصيرا
4608,هم الذين كفروا وصدوكم عن المسجد الحرام والهدي معكوفا أن يبلغ محله ۚ ولولا رجال مؤمنون ونساء مؤمنات لم تعلموهم أن تطئوهم فتصيبكم منهم معرة بغير علم ۖ ليدخل الله في رحمته من يشاء ۚ لو تزيلوا لعذبنا الذين كفروا منهم عذابا أليما,هم الذين كفروا وصدوكم عن المسجد الحرام والهدي معكوفا ان يبلغ محله ۚ ولولا رجال مومنون ونساء مومنات لم تعلموهم ان تطيوهم فتصيبكم منهم معره بغير علم ۖ ليدخل الله في رحمته من يشاء ۚ لو تزيلوا لعذبنا الذين كفروا منهم عذابا اليما
4609,إذ جعل الذين كفروا في قلوبهم الحمية حمية الجاهلية فأنزل الله سكينته على رسوله وعلى المؤمنين وألزمهم كلمة التقوى وكانوا أحق بها وأهلها ۚ وكان الله بكل شيء عليما,اذ جعل الذين كفروا في قلوبهم الحميه حميه الجاهليه فانزل الله سكينته علي رسوله وعلي المومنين والزمهم كلمه التقوي وكانوا احق بها واهلها ۚ وكان الله بكل شيء عليما
4610,لقد صدق الله رسوله الرؤيا بالحق ۖ لتدخلن المسجد الحرام إن شاء الله آمنين محلقين رءوسكم ومقصرين لا تخافون ۖ فعلم ما لم تعلموا فجعل من دون ذلك فتحا قريبا,لقد صدق الله رسوله الرويا بالحق ۖ لتدخلن المسجد الحرام ان شاء الله امنين محلقين رءوسكم ومقصرين لا تخافون ۖ فعلم ما لم تعلموا فجعل من دون ذلك فتحا قريبا
4611,هو الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ۚ وكفى بالله شهيدا,هو الذي ارسل رسوله بالهدي ودين الحق ليظهره علي الدين كله ۚ وكفي بالله شهيدا
4612,محمد رسول الله ۚ والذين معه أشداء على الكفار رحماء بينهم ۖ تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا ۖ سيماهم في وجوههم من أثر السجود ۚ ذلك مثلهم في التوراة ۚ ومثلهم في الإنجيل كزرع أخرج شطأه فآزره فاستغلظ فاستوى على سوقه يعجب الزراع ليغيظ بهم الكفار ۗ وعد الله الذين آمنوا وعملوا الصالحات منهم مغفرة وأجرا عظيما,محمد رسول الله ۚ والذين معه اشداء علي الكفار رحماء بينهم ۖ تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا ۖ سيماهم في وجوههم من اثر السجود ۚ ذلك مثلهم في التوراه ۚ ومثلهم في الانجيل كزرع اخرج شطاه فازره فاستغلظ فاستوي علي سوقه يعجب الزراع ليغيظ بهم الكفار ۗ وعد الله الذين امنوا وعملوا الصالحات منهم مغفره واجرا عظيما
4613,بسم الله الرحمن الرحيم يا أيها الذين آمنوا لا تقدموا بين يدي الله ورسوله ۖ واتقوا الله ۚ إن الله سميع عليم,بسم الله الرحمن الرحيم يا ايها الذين امنوا لا تقدموا بين يدي الله ورسوله ۖ واتقوا الله ۚ ان الله سميع عليم
4614,يا أيها الذين آمنوا لا ترفعوا أصواتكم فوق صوت النبي ولا تجهروا له بالقول كجهر بعضكم لبعض أن تحبط أعمالكم وأنتم لا تشعرون,يا ايها الذين امنوا لا ترفعوا اصواتكم فوق صوت النبي ولا تجهروا له بالقول كجهر بعضكم لبعض ان تحبط اعمالكم وانتم لا تشعرون
4615,إن الذين يغضون أصواتهم عند رسول الله أولئك الذين امتحن الله قلوبهم للتقوى ۚ لهم مغفرة وأجر عظيم,ان الذين يغضون اصواتهم عند رسول الله اوليك الذين امتحن الله قلوبهم للتقوي ۚ لهم مغفره واجر عظيم
4616,إن الذين ينادونك من وراء الحجرات أكثرهم لا يعقلون,ان الذين ينادونك من وراء الحجرات اكثرهم لا يعقلون
4617,ولو أنهم صبروا حتى تخرج إليهم لكان خيرا لهم ۚ والله غفور رحيم,ولو انهم صبروا حتي تخرج اليهم لكان خيرا لهم ۚ والله غفور رحيم
4618,يا أيها الذين آمنوا إن جاءكم فاسق بنبإ فتبينوا أن تصيبوا قوما بجهالة فتصبحوا على ما فعلتم نادمين,يا ايها الذين امنوا ان جاءكم فاسق بنبا فتبينوا ان تصيبوا قوما بجهاله فتصبحوا علي ما فعلتم نادمين
4619,واعلموا أن فيكم رسول الله ۚ لو يطيعكم في كثير من الأمر لعنتم ولكن الله حبب إليكم الإيمان وزينه في قلوبكم وكره إليكم الكفر والفسوق والعصيان ۚ أولئك هم الراشدون,واعلموا ان فيكم رسول الله ۚ لو يطيعكم في كثير من الامر لعنتم ولكن الله حبب اليكم الايمان وزينه في قلوبكم وكره اليكم الكفر والفسوق والعصيان ۚ اوليك هم الراشدون
4620,فضلا من الله ونعمة ۚ والله عليم حكيم,فضلا من الله ونعمه ۚ والله عليم حكيم
4621,وإن طائفتان من المؤمنين اقتتلوا فأصلحوا بينهما ۖ فإن بغت إحداهما على الأخرى فقاتلوا التي تبغي حتى تفيء إلى أمر الله ۚ فإن فاءت فأصلحوا بينهما بالعدل وأقسطوا ۖ إن الله يحب المقسطين,وان طايفتان من المومنين اقتتلوا فاصلحوا بينهما ۖ فان بغت احداهما علي الاخري فقاتلوا التي تبغي حتي تفيء الي امر الله ۚ فان فاءت فاصلحوا بينهما بالعدل واقسطوا ۖ ان الله يحب المقسطين
4622,إنما المؤمنون إخوة فأصلحوا بين أخويكم ۚ واتقوا الله لعلكم ترحمون,انما المومنون اخوه فاصلحوا بين اخويكم ۚ واتقوا الله لعلكم ترحمون
4623,يا أيها الذين آمنوا لا يسخر قوم من قوم عسى أن يكونوا خيرا منهم ولا نساء من نساء عسى أن يكن خيرا منهن ۖ ولا تلمزوا أنفسكم ولا تنابزوا بالألقاب ۖ بئس الاسم الفسوق بعد الإيمان ۚ ومن لم يتب فأولئك هم الظالمون,يا ايها الذين امنوا لا يسخر قوم من قوم عسي ان يكونوا خيرا منهم ولا نساء من نساء عسي ان يكن خيرا منهن ۖ ولا تلمزوا انفسكم ولا تنابزوا بالالقاب ۖ بيس الاسم الفسوق بعد الايمان ۚ ومن لم يتب فاوليك هم الظالمون
4624,يا أيها الذين آمنوا اجتنبوا كثيرا من الظن إن بعض الظن إثم ۖ ولا تجسسوا ولا يغتب بعضكم بعضا ۚ أيحب أحدكم أن يأكل لحم أخيه ميتا فكرهتموه ۚ واتقوا الله ۚ إن الله تواب رحيم,يا ايها الذين امنوا اجتنبوا كثيرا من الظن ان بعض الظن اثم ۖ ولا تجسسوا ولا يغتب بعضكم بعضا ۚ ايحب احدكم ان ياكل لحم اخيه ميتا فكرهتموه ۚ واتقوا الله ۚ ان الله تواب رحيم
4625,يا أيها الناس إنا خلقناكم من ذكر وأنثى وجعلناكم شعوبا وقبائل لتعارفوا ۚ إن أكرمكم عند الله أتقاكم ۚ إن الله عليم خبير,يا ايها الناس انا خلقناكم من ذكر وانثي وجعلناكم شعوبا وقبايل لتعارفوا ۚ ان اكرمكم عند الله اتقاكم ۚ ان الله عليم خبير
4626,قالت الأعراب آمنا ۖ قل لم تؤمنوا ولكن قولوا أسلمنا ولما يدخل الإيمان في قلوبكم ۖ وإن تطيعوا الله ورسوله لا يلتكم من أعمالكم شيئا ۚ إن الله غفور رحيم,قالت الاعراب امنا ۖ قل لم تومنوا ولكن قولوا اسلمنا ولما يدخل الايمان في قلوبكم ۖ وان تطيعوا الله ورسوله لا يلتكم من اعمالكم شييا ۚ ان الله غفور رحيم
4627,إنما المؤمنون الذين آمنوا بالله ورسوله ثم لم يرتابوا وجاهدوا بأموالهم وأنفسهم في سبيل الله ۚ أولئك هم الصادقون,انما المومنون الذين امنوا بالله ورسوله ثم لم يرتابوا وجاهدوا باموالهم وانفسهم في سبيل الله ۚ اوليك هم الصادقون
4628,قل أتعلمون الله بدينكم والله يعلم ما في السماوات وما في الأرض ۚ والله بكل شيء عليم,قل اتعلمون الله بدينكم والله يعلم ما في السماوات وما في الارض ۚ والله بكل شيء عليم
4629,يمنون عليك أن أسلموا ۖ قل لا تمنوا علي إسلامكم ۖ بل الله يمن عليكم أن هداكم للإيمان إن كنتم صادقين,يمنون عليك ان اسلموا ۖ قل لا تمنوا علي اسلامكم ۖ بل الله يمن عليكم ان هداكم للايمان ان كنتم صادقين
4630,إن الله يعلم غيب السماوات والأرض ۚ والله بصير بما تعملون,ان الله يعلم غيب السماوات والارض ۚ والله بصير بما تعملون
4631,بسم الله الرحمن الرحيم ق ۚ والقرآن المجيد,بسم الله الرحمن الرحيم ق ۚ والقران المجيد
4632,بل عجبوا أن جاءهم منذر منهم فقال الكافرون هذا شيء عجيب,بل عجبوا ان جاءهم منذر منهم فقال الكافرون هذا شيء عجيب
4633,أإذا متنا وكنا ترابا ۖ ذلك رجع بعيد,ااذا متنا وكنا ترابا ۖ ذلك رجع بعيد
4634,قد علمنا ما تنقص الأرض منهم ۖ وعندنا كتاب حفيظ,قد علمنا ما تنقص الارض منهم ۖ وعندنا كتاب حفيظ
4635,بل كذبوا بالحق لما جاءهم فهم في أمر مريج,بل كذبوا بالحق لما جاءهم فهم في امر مريج
4636,أفلم ينظروا إلى السماء فوقهم كيف بنيناها وزيناها وما لها من فروج,افلم ينظروا الي السماء فوقهم كيف بنيناها وزيناها وما لها من فروج
4637,والأرض مددناها وألقينا فيها رواسي وأنبتنا فيها من كل زوج بهيج,والارض مددناها والقينا فيها رواسي وانبتنا فيها من كل زوج بهيج
4638,تبصرة وذكرى لكل عبد منيب,تبصره وذكري لكل عبد منيب
4639,ونزلنا من السماء ماء مباركا فأنبتنا به جنات وحب الحصيد,ونزلنا من السماء ماء مباركا فانبتنا به جنات وحب الحصيد
4640,والنخل باسقات لها طلع نضيد,والنخل باسقات لها طلع نضيد
4641,رزقا للعباد ۖ وأحيينا به بلدة ميتا ۚ كذلك الخروج,رزقا للعباد ۖ واحيينا به بلده ميتا ۚ كذلك الخروج
4642,كذبت قبلهم قوم نوح وأصحاب الرس وثمود,كذبت قبلهم قوم نوح واصحاب الرس وثمود
4643,وعاد وفرعون وإخوان لوط,وعاد وفرعون واخوان لوط
4644,وأصحاب الأيكة وقوم تبع ۚ كل كذب الرسل فحق وعيد,واصحاب الايكه وقوم تبع ۚ كل كذب الرسل فحق وعيد
4645,أفعيينا بالخلق الأول ۚ بل هم في لبس من خلق جديد,افعيينا بالخلق الاول ۚ بل هم في لبس من خلق جديد
4646,ولقد خلقنا الإنسان ونعلم ما توسوس به نفسه ۖ ونحن أقرب إليه من حبل الوريد,ولقد خلقنا الانسان ونعلم ما توسوس به نفسه ۖ ونحن اقرب اليه من حبل الوريد
4647,إذ يتلقى المتلقيان عن اليمين وعن الشمال قعيد,اذ يتلقي المتلقيان عن اليمين وعن الشمال قعيد
4648,ما يلفظ من قول إلا لديه رقيب عتيد,ما يلفظ من قول الا لديه رقيب عتيد
4649,وجاءت سكرة الموت بالحق ۖ ذلك ما كنت منه تحيد,وجاءت سكره الموت بالحق ۖ ذلك ما كنت منه تحيد
4650,ونفخ في الصور ۚ ذلك يوم الوعيد,ونفخ في الصور ۚ ذلك يوم الوعيد
4651,وجاءت كل نفس معها سائق وشهيد,وجاءت كل نفس معها سايق وشهيد
4652,لقد كنت في غفلة من هذا فكشفنا عنك غطاءك فبصرك اليوم حديد,لقد كنت في غفله من هذا فكشفنا عنك غطاءك فبصرك اليوم حديد
4653,وقال قرينه هذا ما لدي عتيد,وقال قرينه هذا ما لدي عتيد
4654,ألقيا في جهنم كل كفار عنيد,القيا في جهنم كل كفار عنيد
4655,مناع للخير معتد مريب,مناع للخير معتد مريب
4656,الذي جعل مع الله إلها آخر فألقياه في العذاب الشديد,الذي جعل مع الله الها اخر فالقياه في العذاب الشديد
4657,قال قرينه ربنا ما أطغيته ولكن كان في ضلال بعيد,قال قرينه ربنا ما اطغيته ولكن كان في ضلال بعيد
4658,قال لا تختصموا لدي وقد قدمت إليكم بالوعيد,قال لا تختصموا لدي وقد قدمت اليكم بالوعيد
4659,ما يبدل القول لدي وما أنا بظلام للعبيد,ما يبدل القول لدي وما انا بظلام للعبيد
4660,يوم نقول لجهنم هل امتلأت وتقول هل من مزيد,يوم نقول لجهنم هل امتلات وتقول هل من مزيد
4661,وأزلفت الجنة للمتقين غير بعيد,وازلفت الجنه للمتقين غير بعيد
4662,هذا ما توعدون لكل أواب حفيظ,هذا ما توعدون لكل اواب حفيظ
4663,من خشي الرحمن بالغيب وجاء بقلب منيب,من خشي الرحمن بالغيب وجاء بقلب منيب
4664,ادخلوها بسلام ۖ ذلك يوم الخلود,ادخلوها بسلام ۖ ذلك يوم الخلود
4665,لهم ما يشاءون فيها ولدينا مزيد,لهم ما يشاءون فيها ولدينا مزيد
4666,وكم أهلكنا قبلهم من قرن هم أشد منهم بطشا فنقبوا في البلاد هل من محيص,وكم اهلكنا قبلهم من قرن هم اشد منهم بطشا فنقبوا في البلاد هل من محيص
4667,إن في ذلك لذكرى لمن كان له قلب أو ألقى السمع وهو شهيد,ان في ذلك لذكري لمن كان له قلب او القي السمع وهو شهيد
4668,ولقد خلقنا السماوات والأرض وما بينهما في ستة أيام وما مسنا من لغوب,ولقد خلقنا السماوات والارض وما بينهما في سته ايام وما مسنا من لغوب
4669,فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب,فاصبر علي ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب
4670,ومن الليل فسبحه وأدبار السجود,ومن الليل فسبحه وادبار السجود
4671,واستمع يوم يناد المناد من مكان قريب,واستمع يوم يناد المناد من مكان قريب
4672,يوم يسمعون الصيحة بالحق ۚ ذلك يوم الخروج,يوم يسمعون الصيحه بالحق ۚ ذلك يوم الخروج
4673,إنا نحن نحيي ونميت وإلينا المصير,انا نحن نحيي ونميت والينا المصير
4674,يوم تشقق الأرض عنهم سراعا ۚ ذلك حشر علينا يسير,يوم تشقق الارض عنهم سراعا ۚ ذلك حشر علينا يسير
4675,نحن أعلم بما يقولون ۖ وما أنت عليهم بجبار ۖ فذكر بالقرآن من يخاف وعيد,نحن اعلم بما يقولون ۖ وما انت عليهم بجبار ۖ فذكر بالقران من يخاف وعيد
4676,بسم الله الرحمن الرحيم والذاريات ذروا,بسم الله الرحمن الرحيم والذاريات ذروا
4677,فالحاملات وقرا,فالحاملات وقرا
4678,فالجاريات يسرا,فالجاريات يسرا
4679,فالمقسمات أمرا,فالمقسمات امرا
4680,إنما توعدون لصادق,انما توعدون لصادق
4681,وإن الدين لواقع,وان الدين لواقع
4682,والسماء ذات الحبك,والسماء ذات الحبك
4683,إنكم لفي قول مختلف,انكم لفي قول مختلف
4684,يؤفك عنه من أفك,يوفك عنه من افك
4685,قتل الخراصون,قتل الخراصون
4686,الذين هم في غمرة ساهون,الذين هم في غمره ساهون
4687,يسألون أيان يوم الدين,يسالون ايان يوم الدين
4688,يوم هم على النار يفتنون,يوم هم علي النار يفتنون
4689,ذوقوا فتنتكم هذا الذي كنتم به تستعجلون,ذوقوا فتنتكم هذا الذي كنتم به تستعجلون
4690,إن المتقين في جنات وعيون,ان المتقين في جنات وعيون
4691,آخذين ما آتاهم ربهم ۚ إنهم كانوا قبل ذلك محسنين,اخذين ما اتاهم ربهم ۚ انهم كانوا قبل ذلك محسنين
4692,كانوا قليلا من الليل ما يهجعون,كانوا قليلا من الليل ما يهجعون
4693,وبالأسحار هم يستغفرون,وبالاسحار هم يستغفرون
4694,وفي أموالهم حق للسائل والمحروم,وفي اموالهم حق للسايل والمحروم
4695,وفي الأرض آيات للموقنين,وفي الارض ايات للموقنين
4696,وفي أنفسكم ۚ أفلا تبصرون,وفي انفسكم ۚ افلا تبصرون
4697,وفي السماء رزقكم وما توعدون,وفي السماء رزقكم وما توعدون
4698,فورب السماء والأرض إنه لحق مثل ما أنكم تنطقون,فورب السماء والارض انه لحق مثل ما انكم تنطقون
4699,هل أتاك حديث ضيف إبراهيم المكرمين,هل اتاك حديث ضيف ابراهيم المكرمين
4700,إذ دخلوا عليه فقالوا سلاما ۖ قال سلام قوم منكرون,اذ دخلوا عليه فقالوا سلاما ۖ قال سلام قوم منكرون
4701,فراغ إلى أهله فجاء بعجل سمين,فراغ الي اهله فجاء بعجل سمين
4702,فقربه إليهم قال ألا تأكلون,فقربه اليهم قال الا تاكلون
4703,فأوجس منهم خيفة ۖ قالوا لا تخف ۖ وبشروه بغلام عليم,فاوجس منهم خيفه ۖ قالوا لا تخف ۖ وبشروه بغلام عليم
4704,فأقبلت امرأته في صرة فصكت وجهها وقالت عجوز عقيم,فاقبلت امراته في صره فصكت وجهها وقالت عجوز عقيم
4705,قالوا كذلك قال ربك ۖ إنه هو الحكيم العليم,قالوا كذلك قال ربك ۖ انه هو الحكيم العليم
4706,قال فما خطبكم أيها المرسلون,قال فما خطبكم ايها المرسلون
4707,قالوا إنا أرسلنا إلى قوم مجرمين,قالوا انا ارسلنا الي قوم مجرمين
4708,لنرسل عليهم حجارة من طين,لنرسل عليهم حجاره من طين
4709,مسومة عند ربك للمسرفين,مسومه عند ربك للمسرفين
4710,فأخرجنا من كان فيها من المؤمنين,فاخرجنا من كان فيها من المومنين
4711,فما وجدنا فيها غير بيت من المسلمين,فما وجدنا فيها غير بيت من المسلمين
4712,وتركنا فيها آية للذين يخافون العذاب الأليم,وتركنا فيها ايه للذين يخافون العذاب الاليم
4713,وفي موسى إذ أرسلناه إلى فرعون بسلطان مبين,وفي موسي اذ ارسلناه الي فرعون بسلطان مبين
4714,فتولى بركنه وقال ساحر أو مجنون,فتولي بركنه وقال ساحر او مجنون
4715,فأخذناه وجنوده فنبذناهم في اليم وهو مليم,فاخذناه وجنوده فنبذناهم في اليم وهو مليم
4716,وفي عاد إذ أرسلنا عليهم الريح العقيم,وفي عاد اذ ارسلنا عليهم الريح العقيم
4717,ما تذر من شيء أتت عليه إلا جعلته كالرميم,ما تذر من شيء اتت عليه الا جعلته كالرميم
4718,وفي ثمود إذ قيل لهم تمتعوا حتى حين,وفي ثمود اذ قيل لهم تمتعوا حتي حين
4719,فعتوا عن أمر ربهم فأخذتهم الصاعقة وهم ينظرون,فعتوا عن امر ربهم فاخذتهم الصاعقه وهم ينظرون
4720,فما استطاعوا من قيام وما كانوا منتصرين,فما استطاعوا من قيام وما كانوا منتصرين
4721,وقوم نوح من قبل ۖ إنهم كانوا قوما فاسقين,وقوم نوح من قبل ۖ انهم كانوا قوما فاسقين
4722,والسماء بنيناها بأيد وإنا لموسعون,والسماء بنيناها بايد وانا لموسعون
4723,والأرض فرشناها فنعم الماهدون,والارض فرشناها فنعم الماهدون
4724,ومن كل شيء خلقنا زوجين لعلكم تذكرون,ومن كل شيء خلقنا زوجين لعلكم تذكرون
4725,ففروا إلى الله ۖ إني لكم منه نذير مبين,ففروا الي الله ۖ اني لكم منه نذير مبين
4726,ولا تجعلوا مع الله إلها آخر ۖ إني لكم منه نذير مبين,ولا تجعلوا مع الله الها اخر ۖ اني لكم منه نذير مبين
4727,كذلك ما أتى الذين من قبلهم من رسول إلا قالوا ساحر أو مجنون,كذلك ما اتي الذين من قبلهم من رسول الا قالوا ساحر او مجنون
4728,أتواصوا به ۚ بل هم قوم طاغون,اتواصوا به ۚ بل هم قوم طاغون
4729,فتول عنهم فما أنت بملوم,فتول عنهم فما انت بملوم
4730,وذكر فإن الذكرى تنفع المؤمنين,وذكر فان الذكري تنفع المومنين
4731,وما خلقت الجن والإنس إلا ليعبدون,وما خلقت الجن والانس الا ليعبدون
4732,ما أريد منهم من رزق وما أريد أن يطعمون,ما اريد منهم من رزق وما اريد ان يطعمون
4733,إن الله هو الرزاق ذو القوة المتين,ان الله هو الرزاق ذو القوه المتين
4734,فإن للذين ظلموا ذنوبا مثل ذنوب أصحابهم فلا يستعجلون,فان للذين ظلموا ذنوبا مثل ذنوب اصحابهم فلا يستعجلون
4735,فويل للذين كفروا من يومهم الذي يوعدون,فويل للذين كفروا من يومهم الذي يوعدون
4736,بسم الله الرحمن الرحيم والطور,بسم الله الرحمن الرحيم والطور
4737,وكتاب مسطور,وكتاب مسطور
4738,في رق منشور,في رق منشور
4739,والبيت المعمور,والبيت المعمور
4740,والسقف المرفوع,والسقف المرفوع
4741,والبحر المسجور,والبحر المسجور
4742,إن عذاب ربك لواقع,ان عذاب ربك لواقع
4743,ما له من دافع,ما له من دافع
4744,يوم تمور السماء مورا,يوم تمور السماء مورا
4745,وتسير الجبال سيرا,وتسير الجبال سيرا
4746,فويل يومئذ للمكذبين,فويل يوميذ للمكذبين
4747,الذين هم في خوض يلعبون,الذين هم في خوض يلعبون
4748,يوم يدعون إلى نار جهنم دعا,يوم يدعون الي نار جهنم دعا
4749,هذه النار التي كنتم بها تكذبون,هذه النار التي كنتم بها تكذبون
4750,أفسحر هذا أم أنتم لا تبصرون,افسحر هذا ام انتم لا تبصرون
4751,اصلوها فاصبروا أو لا تصبروا سواء عليكم ۖ إنما تجزون ما كنتم تعملون,اصلوها فاصبروا او لا تصبروا سواء عليكم ۖ انما تجزون ما كنتم تعملون
4752,إن المتقين في جنات ونعيم,ان المتقين في جنات ونعيم
4753,فاكهين بما آتاهم ربهم ووقاهم ربهم عذاب الجحيم,فاكهين بما اتاهم ربهم ووقاهم ربهم عذاب الجحيم
4754,كلوا واشربوا هنيئا بما كنتم تعملون,كلوا واشربوا هنييا بما كنتم تعملون
4755,متكئين على سرر مصفوفة ۖ وزوجناهم بحور عين,متكيين علي سرر مصفوفه ۖ وزوجناهم بحور عين
4756,والذين آمنوا واتبعتهم ذريتهم بإيمان ألحقنا بهم ذريتهم وما ألتناهم من عملهم من شيء ۚ كل امرئ بما كسب رهين,والذين امنوا واتبعتهم ذريتهم بايمان الحقنا بهم ذريتهم وما التناهم من عملهم من شيء ۚ كل امري بما كسب رهين
4757,وأمددناهم بفاكهة ولحم مما يشتهون,وامددناهم بفاكهه ولحم مما يشتهون
4758,يتنازعون فيها كأسا لا لغو فيها ولا تأثيم,يتنازعون فيها كاسا لا لغو فيها ولا تاثيم
4759,ويطوف عليهم غلمان لهم كأنهم لؤلؤ مكنون,ويطوف عليهم غلمان لهم كانهم لولو مكنون
4760,وأقبل بعضهم على بعض يتساءلون,واقبل بعضهم علي بعض يتساءلون
4761,قالوا إنا كنا قبل في أهلنا مشفقين,قالوا انا كنا قبل في اهلنا مشفقين
4762,فمن الله علينا ووقانا عذاب السموم,فمن الله علينا ووقانا عذاب السموم
4763,إنا كنا من قبل ندعوه ۖ إنه هو البر الرحيم,انا كنا من قبل ندعوه ۖ انه هو البر الرحيم
4764,فذكر فما أنت بنعمت ربك بكاهن ولا مجنون,فذكر فما انت بنعمت ربك بكاهن ولا مجنون
4765,أم يقولون شاعر نتربص به ريب المنون,ام يقولون شاعر نتربص به ريب المنون
4766,قل تربصوا فإني معكم من المتربصين,قل تربصوا فاني معكم من المتربصين
4767,أم تأمرهم أحلامهم بهذا ۚ أم هم قوم طاغون,ام تامرهم احلامهم بهذا ۚ ام هم قوم طاغون
4768,أم يقولون تقوله ۚ بل لا يؤمنون,ام يقولون تقوله ۚ بل لا يومنون
4769,فليأتوا بحديث مثله إن كانوا صادقين,فلياتوا بحديث مثله ان كانوا صادقين
4770,أم خلقوا من غير شيء أم هم الخالقون,ام خلقوا من غير شيء ام هم الخالقون
4771,أم خلقوا السماوات والأرض ۚ بل لا يوقنون,ام خلقوا السماوات والارض ۚ بل لا يوقنون
4772,أم عندهم خزائن ربك أم هم المصيطرون,ام عندهم خزاين ربك ام هم المصيطرون
4773,أم لهم سلم يستمعون فيه ۖ فليأت مستمعهم بسلطان مبين,ام لهم سلم يستمعون فيه ۖ فليات مستمعهم بسلطان مبين
4774,أم له البنات ولكم البنون,ام له البنات ولكم البنون
